matchNum,allianceStationID,team,teamMatchNum,preNoShow,preStartPosID,autoFuelTotal,autoNZtotal,autoLinePen,autoClimbTypeID,autoClimbLocID,teleFuelTotal,teleNZtotal,nzShuttle,oppShuttle,oppPickup,climbTypeID,climbLocID,climbTime,postSubBroke,postBreakDown,postBeach,postDef,postWasDef,BATechFoul,BAFoul,RP1,RP2,RP3,nzPlow,alliancePickup
26,1,230,5,0.0,5.0,8,3,0,,,48,7,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3
26,2,10945,4,0.0,3.0,4,0,0,,,4,3,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
26,3,3654,5,0.0,2.0,10,1,0,,,26,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
26,4,429,4,0.0,3.0,0,0,0,,,0,2,0,0,0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0
26,5,7153,5,0.0,4.0,0,1,0,4.0,,0,0,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
26,6,176,5,0.0,5.0,37,4,0,,,195,5,3,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
27,1,1991,5,0.0,1.0,0,1,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
27,2,181,5,0.0,4.0,0,1,0,,,0,2,0,0,0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
27,3,8709,5,0.0,3.0,8,0,0,,,59,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
27,4,155,5,0.0,3.0,7,1,0,,,33,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2
27,5,2170,5,0.0,5.0,4,1,0,,,21,2,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
27,6,178,5,0.0,1.0,0,1,0,,,0,1,1,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
28,1,1100,5,0.0,1.0,6,1,0,,,73,2,0,1,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5
28,2,9710,5,0.0,2.0,0,1,0,,,0,2,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0
28,3,4176,5,0.0,5.0,4,2,0,,,10,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1
28,4,7694,5,0.0,2.0,1,1,0,,,11,0,0,0,0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
28,5,6895,5,0.0,5.0,0,1,0,,,0,0,0,0,0,5.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,6,3146,5,0.0,3.0,7,1,0,,,51,4,1,0,2,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
29,1,839,5,0.0,5.0,0,1,0,,,110,2,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0,6
29,2,4034,5,0.0,3.0,0,1,0,,,6,3,0,0,0,5.0,,,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0
29,3,5142,5,0.0,2.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3,1
29,4,3461,5,0.0,1.0,0,1,0,,,11,2,3,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2
29,5,9101,5,0.0,3.0,0,1,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
29,6,236,5,0.0,4.0,21,2,0,1.0,2.0,0,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1
30,1,10945,5,0.0,3.0,10,1,0,,,0,0,0,0,1,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,2,1027,5,0.0,2.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,3,2370,5,0.0,5.0,42,3,0,,,36,1,1,0,0,5.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,7
30,4,173,5,0.0,4.0,0,1,0,,,23,4,0,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
30,5,7127,5,0.0,3.0,0,1,0,,,22,2,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
30,6,1740,5,0.0,5.0,0,1,0,,,23,2,0,0,0,5.0,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
31,1,10592,5,0.0,3.0,4,1,0,,,3,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3,2
31,2,2067,5,0.0,2.0,25,3,0,,,75,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0
31,3,10910,5,0.0,5.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
31,4,8567,5,0.0,3.0,0,1,0,,,1,0,1,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8,0
31,5,237,5,0.0,5.0,7,2,0,,,44,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1,7
31,6,195,5,0.0,1.0,30,3,0,,,85,5,1,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0,1
32,1,6346,5,0.0,2.0,5,3,0,,,46,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,5
32,2,177,5,0.0,5.0,14,3,0,,,37,3,1,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,0
32,3,178,6,0.0,3.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
32,4,571,5,0.0,5.0,0,3,0,,,147,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5
32,5,429,5,0.0,3.0,0,1,0,,,5,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0
32,6,3654,6,0.0,2.0,3,1,0,,,27,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
33,1,3146,6,0.0,3.0,8,1,0,,,43,6,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3
33,2,8709,6,0.0,2.0,3,1,0,,,25,1,0,0,0,5.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0
33,3,7153,6,0.0,5.0,0,1,0,,,10,0,0,0,0,5.0,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,0
33,4,7694,6,0.0,3.0,8,1,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
33,5,3461,6,0.0,1.0,0,1,0,,,18,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
33,6,4034,6,0.0,4.0,0,1,0,,,6,4,0,0,0,4.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
34,1,1100,6,0.0,1.0,5,1,0,,,7,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
34,2,155,6,0.0,3.0,10,1,0,,,44,2,2,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
34,3,1991,6,0.0,5.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
34,4,7127,6,0.0,3.0,8,1,0,,,22,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1
34,5,230,6,0.0,1.0,12,2,0,1.0,4.0,39,4,0,0,0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2
34,6,839,6,0.0,4.0,15,1,0,,,66,4,3,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,4
35,1,236,6,0.0,3.0,7,1,0,,,82,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,5
35,2,6895,6,0.0,4.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
35,3,1740,6,0.0,3.0,8,1,0,,,11,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1
35,4,8567,6,0.0,3.0,8,1,0,,,19,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3
35,5,10592,6,0.0,3.0,8,1,0,,,24,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4
35,6,9101,6,0.0,4.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
36,1,4176,6,0.0,1.0,0,1,0,,,3,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0
36,2,10910,6,0.0,3.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
36,3,176,6,0.0,5.0,46,3,0,,,215,2,2,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0
36,4,571,6,0.0,5.0,28,5,0,,,74,4,2,0,1,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1
36,5,10945,6,0.0,3.0,5,1,0,,,17,5,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3
36,6,6346,6,0.0,2.0,8,3,0,,,44,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
37,1,2170,6,0.0,5.0,5,1,0,,,7,2,1,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
37,2,177,6,0.0,1.0,0,3,0,,,45,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5
37,3,429,6,0.0,3.0,5,1,0,,,5,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
37,4,5142,6,0.0,4.0,0,1,0,,,18,1,1,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0
37,5,173,6,0.0,4.0,0,1,0,,,99,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,4
37,6,195,6,0.0,1.0,35,5,0,,,125,6,2,0,1,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,1
38,1,181,6,0.0,3.0,0,1,0,,,21,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
38,2,1027,6,0.0,2.0,0,1,0,,,0,7,1,0,0,5.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
38,3,9710,6,0.0,4.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
38,4,237,6,0.0,5.0,17,2,0,,,28,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
38,5,2370,6,0.0,1.0,15,2,0,,,60,3,2,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6
38,6,2067,6,0.0,4.0,20,3,0,,,109,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2
39,1,155,7,0.0,4.0,5,1,0,,,50,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,3
39,2,4034,7,0.0,3.0,2,1,0,,,0,1,0,0,0,5.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
39,3,3654,7,0.0,2.0,5,1,0,,,19,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
39,4,1740,7,0.0,2.0,0,1,0,,,88,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
39,5,10592,7,0.0,4.0,15,1,0,,,21,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
39,6,7694,7,0.0,4.0,0,1,0,,,0,2,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
40,1,236,7,0.0,1.0,25,3,0,1.0,2.0,136,3,0,0,0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,5
40,2,230,7,0.0,5.0,8,2,0,1.0,2.0,55,2,0,0,0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,5
40,3,178,7,0.0,3.0,0,1,0,,,3,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,0
40,4,6895,7,0.0,1.0,0,1,0,,,0,1,0,0,0,5.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
40,5,6346,7,0.0,2.0,4,1,0,,,40,1,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,5
40,6,4176,7,0.0,5.0,0,1,0,,,15,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0
41,1,10945,7,0.0,3.0,8,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0,0
41,2,195,7,0.0,1.0,0,3,0,,,4,0,0,0,0,5.0,,,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0,0
41,3,1991,7,0.0,5.0,3,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7,0
41,4,3461,7,0.0,1.0,0,1,0,,,5,1,0,0,0,5.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1
41,5,3146,7,0.0,3.0,0,1,0,,,47,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
41,6,839,7,0.0,5.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
42,1,1027,7,0.0,2.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42,2,8709,7,0.0,3.0,8,1,0,,,5,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2
42,3,173,7,0.0,5.0,10,1,0,,,16,0,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
42,4,9710,7,0.0,3.0,10,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
42,5,237,7,0.0,5.0,10,1,0,,,97,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
42,6,9101,7,0.0,2.0,0,1,0,,,0,3,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
43,1,2067,7,0.0,2.0,35,3,0,,,125,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,3
43,2,429,7,0.0,4.0,0,1,0,,,3,1,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
43,3,7127,7,0.0,3.0,7,1,0,,,47,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
43,4,181,7,0.0,2.0,0,1,0,,,2,1,0,0,0,4.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
43,5,5142,7,0.0,4.0,0,1,0,,,89,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3
43,6,571,7,0.0,4.0,0,2,0,,,91,4,0,0,1,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2
44,1,176,7,0.0,1.0,72,5,1,,,173,3,2,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,6
44,2,8567,7,0.0,3.0,0,1,0,,,0,0,0,0,0,5.0,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0
44,3,2170,7,0.0,5.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5,0
44,4,7153,7,0.0,3.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0,0
44,5,1100,7,0.0,1.0,0,1,0,,,66,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0,4
44,6,177,7,0.0,3.0,0,1,0,,,66,3,0,0,1,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0,0
45,1,230,8,0.0,1.0,11,3,0,4.0,,46,4,0,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,3
45,2,1740,8,0.0,3.0,2,1,0,,,40,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,4
45,3,10910,7,0.0,5.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
45,4,2370,7,0.0,1.0,24,3,0,,,232,3,3,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
45,5,1991,8,0.0,5.0,10,1,0,,,0,2,0,0,1,5.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
45,6,10592,8,0.0,3.0,3,1,0,,,10,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2
46,1,173,8,0.0,1.0,0,0,0,,,29,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
46,2,3654,8,0.0,3.0,3,0,0,,,47,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
46,3,9710,8,0.0,5.0,0,0,0,,,0,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
46,4,1027,8,0.0,4.0,0,0,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
46,5,155,8,0.0,1.0,0,1,0,,,32,2,1,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
46,6,3461,8,0.0,5.0,0,0,0,,,13,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
47,1,571,8,0.0,5.0,17,4,0,,,68,5,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
47,2,2067,8,0.0,2.0,30,3,0,,,135,5,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,6
47,3,4034,8,0.0,3.0,0,1,0,,,0,1,0,0,0,4.0,1.0,45.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0
47,4,195,8,0.0,1.0,20,3,0,,,105,6,1,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3
47,5,429,8,0.0,3.0,0,1,0,,,17,1,0,0,0,4.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
47,6,6895,8,0.0,4.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
48,1,3146,8,0.0,3.0,8,1,0,,,59,2,2,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0
48,2,176,8,0.0,1.0,0,4,0,,,35,5,2,0,0,5.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1
48,3,237,8,0.0,5.0,10,3,0,,,45,2,5,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1
48,4,2170,8,0.0,1.0,5,1,0,,,5,3,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
48,5,7694,8,0.0,4.0,8,1,0,,,24,0,1,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
48,6,7127,8,0.0,2.0,4,1,0,,,59,5,2,1,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
49,1,9101,8,0.0,2.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
49,2,10945,8,0.0,4.0,2,1,0,,,3,5,1,0,1,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
49,3,7153,8,0.0,3.0,0,1,0,,,20,2,0,0,0,5.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
49,4,178,8,0.0,3.0,0,1,0,,,2,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,0
49,5,1100,8,0.0,1.0,8,1,0,,,44,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,0
49,6,181,8,0.0,4.0,0,1,0,,,45,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
50,1,10910,8,0.0,3.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
50,2,839,8,0.0,5.0,6,1,0,,,29,5,2,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1
50,3,177,8,0.0,1.0,25,3,0,,,80,1,0,0,3,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
50,4,2370,8,0.0,1.0,40,4,0,,,30,2,1,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
50,5,8709,8,0.0,3.0,5,1,0,,,35,1,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
50,6,236,8,0.0,5.0,10,3,0,1.0,2.0,69,3,1,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4
51,1,4176,8,0.0,5.0,5,3,0,,,4,2,0,0,0,5.0,,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0
51,2,155,9,0.0,1.0,4,3,0,,,54,3,0,0,1,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0,6
51,3,8567,8,0.0,2.0,0,1,0,,,1,1,0,0,0,5.0,,,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0,0
51,4,5142,8,0.0,3.0,7,1,0,,,0,1,1,0,0,5.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
51,5,6346,8,0.0,2.0,5,3,0,,,2,1,0,0,0,5.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0
51,6,429,9,0.0,3.0,6,1,0,,,61,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,3
52,1,7127,9,0.0,3.0,6,1,0,,,3,1,1,0,0,5.0,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
52,2,6895,9,0.0,2.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
52,3,3461,9,0.0,5.0,0,1,0,,,30,2,0,2,2,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
52,4,10592,9,0.0,2.0,10,1,0,,,0,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4,0
52,5,2170,9,0.0,1.0,4,1,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1,0
