matchNum,allianceStationID,team,teamMatchNum,scoutingStatusID,preNoShow,preStartPosID,autoLeave,autoL4,autoL3,autoL2,autoL1,autoMissL4,autoMissL3,autoMissL2,autoMissL1,autoAlgaeRmv,autoProcessor,autoBarge,autoMarkCoral,autoMarkAlgae,autoMarkMiss,autoCoralStation1,autoCoralStation2,autoMissProcessor,autoMissBarge,teleL4,teleL3,teleL2,teleL1,teleMissL4,teleMissL3,teleMissL2,teleMissL1,teleAlgaeRmv,teleProcessor,teleBarge,teleMissProcessor,teleMissBarge,teleOppProcessor,teleOppCoral,teleOppAlgae,teleCoralStation1,teleCoralStation2,teleCoralGround,climbStatusID,climbTime,postOppCage,postSubBroke,postBreakDown,postDefense,postWasDefended,postGroundPick,postStationPick,postShotAlgae
14,6,6333,3,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,1,7127,3,1.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,2,178,3,1.0,0.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,3,2170,3,1.0,0.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,4,5746,3,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15,5,9710,3,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,6,7407,3,1.0,0.0,4.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
16,1,5142,3,1.0,0.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,2,7869,3,1.0,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,3,195,3,1.0,0.0,4.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,5,0,0,0,2,1,3,0,0,0,0,0,0,0,9,0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
16,4,236,3,1.0,0.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,5,6346,3,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,6,1991,3,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,1,10266,3,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,2,1099,3,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,3,7153,3,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17,4,173,3,1.0,0.0,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,4,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17,5,175,3,1.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,2,0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17,6,3654,3,1.0,0.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
18,1,8889,3,1.0,0.0,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,2,228,3,1.0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
18,3,7694,3,1.0,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,4,4048,3,1.0,0.0,4.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,5,181,3,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,6,3464,3,1.0,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,1,9193,3,1.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,2,10133,3,1.0,0.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
19,3,4987,3,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,1350,3,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,5,558,3,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,6,1027,3,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,1,3146,3,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,2,3634,3,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,3,2170,4,1.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,3,0,0,0,0,0,0,0,2,8,0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20,4,5856,3,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,5,2168,4,1.0,0.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,6,7869,4,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,1,3654,4,1.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
21,2,6346,4,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,3,195,4,1.0,0.0,4.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,5,5,0,0,0,0,1,3,0,0,0,0,0,0,0,10,0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
21,4,1099,4,1.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,5,6333,4,1.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,6,9710,4,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,10245,4,1.0,0.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,2,5746,4,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,3,178,4,1.0,0.0,4.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,4,236,4,1.0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22,5,173,4,1.0,0.0,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0,0,12,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,6,3464,4,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,12,0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
23,1,7694,4,1.0,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,2,4987,4,1.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,3,571,4,1.0,0.0,2.0,1.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,14,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,4,3461,4,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23,5,5142,4,1.0,0.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23,6,175,4,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,1,8889,4,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,2,4048,4,1.0,0.0,4.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,3,10133,4,1.0,0.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,4,9193,4,1.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,5,7153,4,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,6,3634,4,1.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,1,10266,4,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,2,1991,4,1.0,0.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3,1350,4,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,4,7127,4,1.0,0.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,2,1,0,0,0,0,1,3,0,0,0,0,0,0,4,7,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,5,558,4,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,6,7407,4,1.0,0.0,4.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,1,228,4,1.0,0.0,2.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,2,5856,4,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,3,181,4,1.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26,4,1027,4,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,5,3146,4,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,6,155,4,3.0,1.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
27,1,173,5,1.0,0.0,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,2,7694,5,1.0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,3,7869,5,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
27,4,5142,5,1.0,0.0,2.0,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,5,4987,5,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,6,5746,5,1.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,9710,5,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
28,2,9193,5,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,3,4048,5,1.0,0.0,4.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,4,7153,5,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,5,6333,5,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,6.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
28,6,236,5,1.0,0.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
29,1,558,5,1.0,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,2,3654,5,1.0,0.0,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
29,3,2168,5,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,5,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,4,3464,5,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,5,571,5,1.0,0.0,2.0,1.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,2,3,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,6,8889,5,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30,1,181,5,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,2,2170,5,1.0,0.0,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,3,10266,5,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,4,155,5,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,5,1350,5,1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,6,6346,5,1.0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31,1,175,5,1.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,2,3146,5,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,5.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31,3,7127,5,1.0,0.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,14,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
